IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
140738711,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,23:00,CENTRAL,NONE,800 Block of POST ST,-122.415821891164,37.7872932910877,"(37.7872932910877, -122.415821891164)",14073871107025
140735604,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,23:00,MISSION,NONE,GUERRERO ST / CESAR CHAVEZ ST,-122.42249041028,37.7480144418715,"(37.7480144418715, -122.42249041028)",14073560407021
140738147,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,08/31/2014,23:00,INGLESIDE,NONE,1400 Block of DOLORES ST,-122.424497944857,37.7466488718366,"(37.7466488718366, -122.424497944857)",14073814707023
140736624,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,22:00,INGLESIDE,NONE,400 Block of DELTA ST,-122.40911287775,37.714150230756,"(37.714150230756, -122.40911287775)",14073662407021
140735375,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,22:00,CENTRAL,NONE,PINE ST / JONES ST,-122.413918209236,37.7904619656257,"(37.7904619656257, -122.413918209236)",14073537507021
140734775,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,19:00,TARAVAL,NONE,1600 Block of 41ST AV,-122.500306742828,37.7559697150676,"(37.7559697150676, -122.500306742828)",14073477507021
140735018,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,19:00,NORTHERN,NONE,1200 Block of LARKIN ST,-122.418728220008,37.7896115166626,"(37.7896115166626, -122.418728220008)",14073501807021
140734571,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,19:00,INGLESIDE,NONE,30TH ST / MISSION ST,-122.421970919029,37.7423752245255,"(37.7423752245255, -122.421970919029)",14073457107021
140736016,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,19:00,NORTHERN,NONE,BAY ST / DIVISADERO ST,-122.443225963544,37.8018383058644,"(37.8018383058644, -122.443225963544)",14073601607021
140736066,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,18:30,PARK,NONE,200 Block of STATES ST,-122.439088669509,37.7634139962541,"(37.7634139962541, -122.439088669509)",14073606607021
140735535,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,18:00,TARAVAL,NONE,2600 Block of SAN JOSE AV,-122.449918138147,37.7166111509064,"(37.7166111509064, -122.449918138147)",14073553507021
140736163,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,18:00,BAYVIEW,NONE,1500 Block of PALOU AV,-122.389979849085,37.7335216083743,"(37.7335216083743, -122.389979849085)",14073616307021
140756581,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,18:00,INGLESIDE,NONE,600 Block of HURON AV,-122.448431384674,37.7128793326315,"(37.7128793326315, -122.448431384674)",14075658107021
140735109,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,15:00,TARAVAL,NONE,1800 Block of 25TH AV,-122.482764149891,37.75301021474,"(37.75301021474, -122.482764149891)",14073510907025
140733307,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,14:10,TARAVAL,NONE,MORAGA ST / 47TH AV,-122.506603059488,37.7547817026097,"(37.7547817026097, -122.506603059488)",14073330707021
140733523,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,08/31/2014,12:01,CENTRAL,NONE,600 Block of TAYLOR ST,-122.41185703254,37.7883235449904,"(37.7883235449904, -122.41185703254)",14073352307020
140733523,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,12:01,CENTRAL,NONE,600 Block of TAYLOR ST,-122.41185703254,37.7883235449904,"(37.7883235449904, -122.41185703254)",14073352307021
140738040,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,11:00,PARK,NONE,HENRY ST / NOE ST,-122.433333156075,37.7666617833785,"(37.7666617833785, -122.433333156075)",14073804007021
140734327,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,10:30,INGLESIDE,NONE,200 Block of ATHENS ST,-122.426620759857,37.7239260565635,"(37.7239260565635, -122.426620759857)",14073432707021
140732252,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,06:00,TARAVAL,NONE,400 Block of COUNTRYCLUB DR,-122.495037893898,37.7313204046194,"(37.7313204046194, -122.495037893898)",14073225207025
140732183,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,03:10,CENTRAL,NONE,0 Block of BEACH ST,-122.409871154919,37.8079396293906,"(37.8079396293906, -122.409871154919)",14073218307025
140733272,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,02:30,INGLESIDE,NONE,FOLSOM ST / PRECITA AV,-122.413574507108,37.7471706659606,"(37.7471706659606, -122.413574507108)",14073327207021
140732622,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,08/31/2014,01:00,MISSION,NONE,24TH ST / DOLORES ST,-122.425153003156,37.7518414001553,"(37.7518414001553, -122.425153003156)",14073262207021
140732672,VEHICLE THEFT,STOLEN TRUCK,Sunday,08/31/2014,00:30,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408162953857,37.7805345385278,"(37.7805345385278, -122.408162953857)",14073267207025
140733119,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,23:30,MISSION,NONE,23RD ST / FOLSOM ST,-122.414233849038,37.7540986882068,"(37.7540986882068, -122.414233849038)",14073311907021
140736373,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,22:00,PARK,NONE,400 Block of WARREN DR,-122.462019901741,37.7580000655652,"(37.7580000655652, -122.462019901741)",14073637307021
140736373,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,08/30/2014,22:00,PARK,NONE,400 Block of WARREN DR,-122.462019901741,37.7580000655652,"(37.7580000655652, -122.462019901741)",14073637307020
140733460,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,21:30,CENTRAL,NONE,1000 Block of UNION ST,-122.416137153846,37.7996251250719,"(37.7996251250719, -122.416137153846)",14073346007021
140751177,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,08/30/2014,20:00,BAYVIEW,NONE,JENNINGS ST / CARROLL AV,-122.391492869002,37.7239146663431,"(37.7239146663431, -122.391492869002)",14075117707020
140751177,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,08/30/2014,20:00,BAYVIEW,NONE,JENNINGS ST / CARROLL AV,-122.391492869002,37.7239146663431,"(37.7239146663431, -122.391492869002)",14075117707023
140733288,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,19:00,MISSION,"ARREST, BOOKED",26TH ST / SOUTH VAN NESS AV,-122.415954301518,37.7491729638325,"(37.7491729638325, -122.415954301518)",14073328807021
140732036,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,18:00,TENDERLOIN,NONE,400 Block of JONES ST,-122.412758759499,37.7850960963726,"(37.7850960963726, -122.412758759499)",14073203607021
140737365,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,18:00,BAYVIEW,NONE,1100 Block of INGERSON AV,-122.395535873138,37.7206308058104,"(37.7206308058104, -122.395535873138)",14073736507021
140732600,VEHICLE THEFT,STOLEN TRUCK,Saturday,08/30/2014,17:00,INGLESIDE,NONE,0 Block of MAYNARD ST,-122.429527589624,37.7292751040424,"(37.7292751040424, -122.429527589624)",14073260007025
140731044,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,16:30,INGLESIDE,"ARREST, CITED",3300 Block of MISSION ST,-122.421644478447,37.7429970144076,"(37.7429970144076, -122.421644478447)",14073104407021
140732274,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,16:00,PARK,NONE,CARL ST / HILLWAY AV,-122.456758872025,37.7649319715377,"(37.7649319715377, -122.456758872025)",14073227407021
140733028,VEHICLE THEFT,STOLEN TRUCK,Saturday,08/30/2014,14:00,PARK,NONE,500 Block of HUGO ST,-122.463716495404,37.7651448926842,"(37.7651448926842, -122.463716495404)",14073302807025
140733749,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,12:00,INGLESIDE,NONE,0 Block of COLERIDGE ST,-122.419090461302,37.7445598689955,"(37.7445598689955, -122.419090461302)",14073374907021
140735450,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,12:00,NORTHERN,NONE,CAPRA WY / SCOTT ST,-122.441657948799,37.8025096583553,"(37.8025096583553, -122.441657948799)",14073545007021
140730682,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/30/2014,03:00,TARAVAL,NONE,WAWONA ST / 39TH AV,-122.487471049985,37.7369594071955,"(37.7369594071955, -122.487471049985)",14073068207021
140729243,VEHICLE THEFT,STOLEN TRUCK,Saturday,08/30/2014,01:00,TARAVAL,NONE,2200 Block of 32ND AV,-122.489744247466,37.745219775282,"(37.745219775282, -122.489744247466)",14072924307025
140729419,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,22:00,INGLESIDE,NONE,MISSION ST / ONONDAGA AV,-122.437461502349,37.7211650807414,"(37.7211650807414, -122.437461502349)",14072941907021
140730795,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,08/29/2014,21:30,TARAVAL,NONE,1500 Block of 45TH AV,-122.504589457501,37.7576585125006,"(37.7576585125006, -122.504589457501)",14073079507023
140737086,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,21:30,INGLESIDE,NONE,1800 Block of ALEMANY BL,-122.43745017842,37.7233086689046,"(37.7233086689046, -122.43745017842)",14073708607021
140731226,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,21:00,INGLESIDE,NONE,400 Block of 30TH ST,-122.430442156099,37.7419152159071,"(37.7419152159071, -122.430442156099)",14073122607021
140736044,VEHICLE THEFT,STOLEN TRUCK,Friday,08/29/2014,17:00,BAYVIEW,NONE,600 Block of TEXAS ST,-122.395067693235,37.7582036208434,"(37.7582036208434, -122.395067693235)",14073604407025
140741617,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,08/29/2014,15:45,INGLESIDE,NONE,0 Block of WHITTIER ST,-122.447717391217,37.7092909308787,"(37.7092909308787, -122.447717391217)",14074161707020
140741617,VEHICLE THEFT,STOLEN TRUCK,Friday,08/29/2014,15:45,INGLESIDE,NONE,0 Block of WHITTIER ST,-122.447717391217,37.7092909308787,"(37.7092909308787, -122.447717391217)",14074161707025
140736903,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,15:00,NORTHERN,"ARREST, BOOKED",CLAY ST / GOUGH ST,-122.425983626213,37.7917570762063,"(37.7917570762063, -122.425983626213)",14073690307021
140727742,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,13:30,SOUTHERN,NONE,0 Block of 12TH ST,-122.419183647219,37.7734138699876,"(37.7734138699876, -122.419183647219)",14072774207021
140736301,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,12:00,INGLESIDE,UNFOUNDED,MIZPAH ST / CHENERY ST,-122.438821951292,37.7356685654688,"(37.7356685654688, -122.438821951292)",14073630107021
140731975,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,08:30,PARK,"ARREST, BOOKED",TURK ST / MASONIC AV,-122.408953598279,37.783287873572,"(37.783287873572, -122.408953598279)",14073197507021
140736787,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,07:00,SOUTHERN,NONE,7TH ST / BRANNAN ST,-122.403208907607,37.77304964003,"(37.77304964003, -122.403208907607)",14073678707021
140726170,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,08/29/2014,05:45,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358,"(37.7867834304358, -122.399787632605)",14072617007020
140726170,VEHICLE THEFT,STOLEN TRUCK,Friday,08/29/2014,05:45,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358,"(37.7867834304358, -122.399787632605)",14072617007025
140726067,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,01:45,INGLESIDE,"ARREST, BOOKED",2100 Block of BAY SHORE BL,-122.401535804486,37.7125905955403,"(37.7125905955403, -122.401535804486)",14072606707021
140726227,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,08/29/2014,00:30,CENTRAL,NONE,MONTGOMERY ST / VALLEJO ST,-122.404058530625,37.7991726841597,"(37.7991726841597, -122.404058530625)",14072622707021
140726255,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Thursday,08/28/2014,23:00,INGLESIDE,NONE,0 Block of SANTAYNEZ AV,-122.439883249167,37.7243837756851,"(37.7243837756851, -122.439883249167)",14072625507051
140726421,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,22:00,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412502628697,37.7146307722734,"(37.7146307722734, -122.412502628697)",14072642107021
140726318,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,20:30,TARAVAL,NONE,300 Block of ORIZABA AV,-122.462542378192,37.7152520666369,"(37.7152520666369, -122.462542378192)",14072631807021
140735488,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/28/2014,20:30,BAYVIEW,NONE,GOETTINGEN ST / BACON ST,-122.406566957339,37.7268581085141,"(37.7268581085141, -122.406566957339)",14073548807025
140726233,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/28/2014,19:00,INGLESIDE,NONE,0 Block of GLADSTONE DR,-122.420172777466,37.7303684361258,"(37.7303684361258, -122.420172777466)",14072623307025
140726158,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,19:00,INGLESIDE,NONE,200 Block of ORDWAY ST,-122.403108109876,37.719842977757,"(37.719842977757, -122.403108109876)",14072615807021
140725718,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/28/2014,19:00,NORTHERN,NONE,100 Block of LARKIN ST,-122.416607695115,37.7791387543353,"(37.7791387543353, -122.416607695115)",14072571807025
140726982,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,18:00,INGLESIDE,NONE,100 Block of WILDE AV,-122.400599650228,37.7163909470714,"(37.7163909470714, -122.400599650228)",14072698207021
140737359,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,18:00,NORTHERN,NONE,14TH ST / SANCHEZ ST,-122.43119127384,37.7675951399801,"(37.7675951399801, -122.43119127384)",14073735907021
140735983,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,17:00,INGLESIDE,NONE,200 Block of ELLSWORTH ST,-122.414677712559,37.7395832664097,"(37.7395832664097, -122.414677712559)",14073598307021
140725768,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,15:30,CENTRAL,UNFOUNDED,COLUMBUS AV / KEARNY ST,-122.405291680009,37.7969085528868,"(37.7969085528868, -122.405291680009)",14072576807021
140725702,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,15:00,BAYVIEW,NONE,1500 Block of OAKDALE AV,-122.389471535682,37.7340319720999,"(37.7340319720999, -122.389471535682)",14072570207021
140724748,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,12:50,INGLESIDE,NONE,0 Block of LAPHAM WY,-122.428654396794,37.709416312354,"(37.709416312354, -122.428654396794)",14072474807021
140724362,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,12:10,PARK,UNFOUNDED,6TH AV / JUDAH ST,-122.462973519258,37.7623151800313,"(37.7623151800313, -122.462973519258)",14072436207021
140734189,VEHICLE THEFT,STOLEN TRUCK,Thursday,08/28/2014,07:00,NORTHERN,NONE,FERN ST / GOUGH ST,-122.425141903842,37.7875955155892,"(37.7875955155892, -122.425141903842)",14073418907025
140732713,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,06:30,MISSION,NONE,800 Block of FLORIDA ST,-122.410672558539,37.7583293316963,"(37.7583293316963, -122.410672558539)",14073271307021
140724431,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,08/28/2014,06:00,INGLESIDE,NONE,4900 Block of MISSION ST,-122.438695075365,37.7196920262929,"(37.7196920262929, -122.438695075365)",14072443107021
140723853,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/27/2014,23:00,INGLESIDE,NONE,MISSION ST / FAIR AV,-122.419888691537,37.7455956089322,"(37.7455956089322, -122.419888691537)",14072385307025
140723477,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,22:00,MISSION,NONE,2700 Block of 21ST ST,-122.410052233862,37.7575120708932,"(37.7575120708932, -122.410052233862)",14072347707021
140723518,VEHICLE THEFT,STOLEN TRUCK,Wednesday,08/27/2014,20:30,BAYVIEW,NONE,1500 Block of PALOU AV,-122.389979849085,37.7335216083743,"(37.7335216083743, -122.389979849085)",14072351807025
140723370,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,19:00,INGLESIDE,NONE,HOLLYPARK CR / MURRAY ST,-122.420135474146,37.7361366466044,"(37.7361366466044, -122.420135474146)",14072337007021
140723621,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/27/2014,18:00,NORTHERN,NONE,0 Block of WEBSTER ST,-122.428635434978,37.7711419084236,"(37.7711419084236, -122.428635434978)",14072362107023
140721562,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,08:30,INGLESIDE,NONE,100 Block of ARLETA AV,-122.405839285503,37.7135422175169,"(37.7135422175169, -122.405839285503)",14072156207021
140729538,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,08/27/2014,08:30,MISSION,NONE,ELIZABETH ST / DIAMOND ST,-122.436379056791,37.7519596413169,"(37.7519596413169, -122.436379056791)",14072953807021
140720508,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/27/2014,02:17,MISSION,"ARREST, BOOKED",NATOMA ST / 15TH ST,-122.405467934272,37.781924110513,"(37.781924110513, -122.405467934272)",14072050807023
140720508,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,08/27/2014,02:17,MISSION,"ARREST, BOOKED",NATOMA ST / 15TH ST,-122.405467934272,37.781924110513,"(37.781924110513, -122.405467934272)",14072050807020
140720263,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,08/27/2014,00:01,PARK,NONE,1800 Block of OAK ST,-122.449783905432,37.7715082064403,"(37.7715082064403, -122.449783905432)",14072026307023
140721998,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,22:00,NORTHERN,NONE,2100 Block of BUSH ST,-122.432933973332,37.7871434419411,"(37.7871434419411, -122.432933973332)",14072199807021
140720166,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,20:30,PARK,NONE,900 Block of CLAYTON ST,-122.447173968056,37.7639545552923,"(37.7639545552923, -122.447173968056)",14072016607023
140721459,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,18:00,BAYVIEW,NONE,COLBY ST / FELTON ST,-122.413474774092,37.7277157805688,"(37.7277157805688, -122.413474774092)",14072145907021
140720514,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,18:00,PARK,NONE,7TH AV / JUDAH ST,-122.464041427693,37.7622671733047,"(37.7622671733047, -122.464041427693)",14072051407025
140735541,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,16:00,INGLESIDE,NONE,3200 Block of SAN BRUNO AV,-122.400938602905,37.7209570165319,"(37.7209570165319, -122.400938602905)",14073554107021
140735541,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,08/26/2014,16:00,INGLESIDE,NONE,3200 Block of SAN BRUNO AV,-122.400938602905,37.7209570165319,"(37.7209570165319, -122.400938602905)",14073554107020
140722344,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,08/26/2014,16:00,BAYVIEW,NONE,3RD ST / QUESADA AV,-122.391245623019,37.7332252032804,"(37.7332252032804, -122.391245623019)",14072234407020
140722344,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,16:00,BAYVIEW,NONE,3RD ST / QUESADA AV,-122.391245623019,37.7332252032804,"(37.7332252032804, -122.391245623019)",14072234407021
140719454,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,12:00,TARAVAL,NONE,100 Block of BRIGHTON AV,-122.455053673215,37.7209597725258,"(37.7209597725258, -122.455053673215)",14071945407025
140720326,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,11:00,INGLESIDE,NONE,BRAZIL AV / NAPLES ST,-122.430027269565,37.7223968846446,"(37.7223968846446, -122.430027269565)",14072032607021
140827734,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,10:16,MISSION,NONE,1500 Block of BRYANT ST,-122.410600103463,37.7675325594031,"(37.7675325594031, -122.410600103463)",14082773407025
140721960,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,09:35,RICHMOND,NONE,2500 Block of BUSH ST,-122.43923258156,37.786229363034,"(37.786229363034, -122.43923258156)",14072196007021
140723712,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,08:30,MISSION,NONE,2900 Block of 22ND ST,-122.412751250793,37.7558539813017,"(37.7558539813017, -122.412751250793)",14072371207021
140718945,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,08:00,MISSION,NONE,FLORIDA ST / 16TH ST,-122.411456231268,37.765548976206,"(37.765548976206, -122.411456231268)",14071894507023
140719034,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,07:45,CENTRAL,NONE,SANSOME ST / BUSH ST,-122.400748631911,37.7911776792224,"(37.7911776792224, -122.400748631911)",14071903407023
140719551,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,07:30,TARAVAL,NONE,SLOAT BL / 22ND AV,-122.477982448114,37.7345946149873,"(37.7345946149873, -122.477982448114)",14071955107021
140721885,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,08/26/2014,07:30,NORTHERN,NONE,OCTAVIA ST / BUSH ST,-122.42686559013,37.7878612788339,"(37.7878612788339, -122.42686559013)",14072188507020
140721885,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,07:30,NORTHERN,NONE,OCTAVIA ST / BUSH ST,-122.42686559013,37.7878612788339,"(37.7878612788339, -122.42686559013)",14072188507021
140717038,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,08/26/2014,06:15,INGLESIDE,NONE,500 Block of EXCELSIOR AV,-122.429200920471,37.7241923246644,"(37.7241923246644, -122.429200920471)",14071703807021
140717624,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,08/26/2014,05:15,INGLESIDE,NONE,200 Block of ALLISON ST,-122.441436827662,37.7117661996598,"(37.7117661996598, -122.441436827662)",14071762407023
140716745,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,08/26/2014,04:26,NORTHERN,"ARREST, BOOKED",MOULTON ST / WEBSTER ST,-122.434323105124,37.7996278202626,"(37.7996278202626, -122.434323105124)",14071674507020
140719222,VEHICLE THEFT,STOLEN TRUCK,Tuesday,08/26/2014,01:30,MISSION,NONE,HARRISON ST / 25TH ST,-122.411747062829,37.7510350321605,"(37.7510350321605, -122.411747062829)",14071922207025
140717254,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,23:59,TARAVAL,NONE,2600 Block of SAN JOSE AV,-122.450634805259,37.7157715048394,"(37.7157715048394, -122.450634805259)",14071725407021
140716438,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,23:54,NORTHERN,"ARREST, BOOKED",100 Block of HICKORY ST,-122.421877952058,37.7755346488614,"(37.7755346488614, -122.421877952058)",14071643807021
140716892,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,22:30,TARAVAL,NONE,0 Block of CRAGMONT AV,-122.468153900151,37.7508481865236,"(37.7508481865236, -122.468153900151)",14071689207021
140717276,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,22:30,INGLESIDE,NONE,300 Block of RICHLAND AV,-122.418433238855,37.7356343185594,"(37.7356343185594, -122.418433238855)",14071727607021
140716290,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,21:12,BAYVIEW,NONE,100 Block of VENUS ST,-122.397983785696,37.7307424863811,"(37.7307424863811, -122.397983785696)",14071629007021
140717301,VEHICLE THEFT,STOLEN TRUCK,Monday,08/25/2014,20:00,TARAVAL,NONE,100 Block of SANANSELMO AV,-122.465127152112,37.736108723422,"(37.736108723422, -122.465127152112)",14071730107025
140719294,VEHICLE THEFT,STOLEN TRUCK,Monday,08/25/2014,20:00,TARAVAL,NONE,2000 Block of 16TH AV,-122.473005722326,37.7496982446142,"(37.7496982446142, -122.473005722326)",14071929407025
140716400,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,19:30,SOUTHERN,NONE,6TH ST / HOWARD ST,-122.407163046954,37.7797376338991,"(37.7797376338991, -122.407163046954)",14071640007021
140715907,VEHICLE THEFT,STOLEN TRUCK,Monday,08/25/2014,19:20,MISSION,NONE,HARRISON ST / 14TH ST,-122.413398253422,37.7686709269248,"(37.7686709269248, -122.413398253422)",14071590707025
140715907,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,19:20,MISSION,NONE,HARRISON ST / 14TH ST,-122.413398253422,37.7686709269248,"(37.7686709269248, -122.413398253422)",14071590707021
140717044,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,18:30,INGLESIDE,NONE,0 Block of CUVIER ST,-122.428582997491,37.7340562680426,"(37.7340562680426, -122.428582997491)",14071704407021
140718804,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,16:45,MISSION,NONE,FLORIDA ST / 20TH ST,-122.410761834615,37.7591351966531,"(37.7591351966531, -122.410761834615)",14071880407021
140716836,VEHICLE THEFT,STOLEN TRUCK,Monday,08/25/2014,16:40,NORTHERN,NONE,1100 Block of LARKIN ST,-122.418540939104,37.7886879917994,"(37.7886879917994, -122.418540939104)",14071683607025
140718763,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,16:00,BAYVIEW,NONE,THORNTON AV / CERES ST,-122.394161581797,37.730928631638,"(37.730928631638, -122.394161581797)",14071876307021
140718280,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,12:00,INGLESIDE,NONE,NAPLES ST / EXCELSIOR AV,-122.428836563252,37.7239546764345,"(37.7239546764345, -122.428836563252)",14071828007021
140717248,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,08/25/2014,10:30,TARAVAL,NONE,FONT BL / SERRANO DR,-122.479750928414,37.7195719219714,"(37.7195719219714, -122.479750928414)",14071724807021
140714868,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,08/25/2014,09:00,BAYVIEW,NONE,1200 Block of CESAR CHAVEZ ST,-122.389962249465,37.7500765760135,"(37.7500765760135, -122.389962249465)",14071486807020
