RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
30359,201538550,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,02/03/2015 09:36:00 AM,08/15/2014 12:01:00 AM,08/16/2014 12:00:00 AM,115XX BLOCK OF LAKE CITY WY NE,L,L1,700.2008,-122.299232335,47.712517105,"(47.712517105, -122.299232335)",8,2014
1084513,2014364905,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,10/31/2014 03:22:00 PM,07/30/2014 12:00:00 PM,,133XX BLOCK OF LAKE CITY WY NE,L,L1,100.3003,-122.292378848,47.725586602,"(47.725586602, -122.292378848)",7,2014
1079668,2014361278,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/28/2014 04:25:00 PM,07/30/2014 12:00:00 AM,08/24/2014 11:59:00 PM,32XX BLOCK OF 21 AV W,Q,Q1,5801.1007,-122.383361505,47.649392409,"(47.649392409, -122.383361505)",7,2014
464105,2014361278,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,10/28/2014 04:25:00 PM,07/30/2014 12:00:00 AM,08/24/2014 11:59:00 PM,32XX BLOCK OF 21 AV W,Q,Q1,5801.1007,-122.383361505,47.649392409,"(47.649392409, -122.383361505)",7,2014
29110,2014338030,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,10/09/2014 12:33:00 PM,07/25/2014 11:00:00 AM,07/29/2014 01:00:00 PM,63XX BLOCK OF 35 AV SW,W,W3,10600.1014,-122.376422569,47.54559328,"(47.54559328, -122.376422569)",7,2014
1071647,2014338030,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,10/09/2014 12:33:00 PM,07/25/2014 11:00:00 AM,07/29/2014 01:00:00 PM,63XX BLOCK OF 35 AV SW,W,W3,10600.2000,-122.376422569,47.54559328,"(47.54559328, -122.376422569)",7,2014
1088775,2014326711,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/30/2014 07:48:00 AM,07/16/2014 12:00:00 AM,,16XX BLOCK OF 3 AV,M,M2,8100.2003,-122.33912054,47.611201035,"(47.611201035, -122.33912054)",7,2014
31086,2014326711,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/30/2014 07:48:00 AM,07/16/2014 12:00:00 AM,,16XX BLOCK OF 3 AV,M,M1,8100.2006,-122.33912054,47.611201035,"(47.611201035, -122.33912054)",7,2014
1077002,2014326711,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/30/2014 07:48:00 AM,07/16/2014 12:00:00 AM,,16XX BLOCK OF 3 AV,M,M2,8100.2003,-122.33912054,47.611201035,"(47.611201035, -122.33912054)",7,2014
1123945,2014325660,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,09/29/2014 10:21:00 AM,07/17/2014 12:00:00 AM,,16XX BLOCK OF 15 AV W,Q,Q2,5802.2010,-122.376139109,47.634160147,"(47.634160147, -122.376139109)",7,2014
31682,2014323440,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/27/2014 10:27:00 AM,07/16/2014 12:00:00 AM,09/13/2014 11:59:00 PM,14XX BLOCK OF N NORTHLAKE WY,B,B3,5400.2040,-122.340457496,47.647755333,"(47.647755333, -122.340457496)",7,2014
1064347,2014323440,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/27/2014 10:27:00 AM,07/16/2014 12:00:00 AM,09/13/2014 11:59:00 PM,14XX BLOCK OF N NORTHLAKE WY,J,J3,5400.2002,-122.340457496,47.647755333,"(47.647755333, -122.340457496)",7,2014
32633,2014317067,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/22/2014 08:03:00 AM,08/15/2014 03:00:00 PM,09/18/2014 05:00:00 PM,9XX BLOCK OF N 96 ST,N,N3,1300.3018,-122.345966048,47.698717665,"(47.698717665, -122.345966048)",8,2014
1062884,2014317067,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/22/2014 08:03:00 AM,08/15/2014 03:00:00 PM,09/18/2014 05:00:00 PM,9XX BLOCK OF N 96 ST,N,N2,1300.3014,-122.345966048,47.698717665,"(47.698717665, -122.345966048)",8,2014
1116793,2014302177,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/09/2014 09:44:00 PM,08/21/2014 04:00:00 PM,09/01/2014 03:00:00 PM,45XX BLOCK OF 38 AV SW,W,W2,10500.1003,-122.380077812,47.561669578,"(47.561669578, -122.380077812)",8,2014
54054,2014302177,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/09/2014 09:44:00 PM,08/21/2014 04:00:00 PM,09/01/2014 03:00:00 PM,45XX BLOCK OF 38 AV SW,W,W2,10500.1006,-122.380077812,47.561669578,"(47.561669578, -122.380077812)",8,2014
35371,2014301611,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/09/2014 01:31:00 PM,08/29/2014 09:00:00 AM,09/09/2014 01:00:00 PM,18XX BLOCK OF FEDERAL AV E,C,C1,,-122.3190378,47.635472642,"(47.635472642, -122.3190378)",8,2014
1121942,2014301526,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/09/2014 12:06:00 PM,08/25/2014 12:00:00 PM,09/08/2014 03:00:00 PM,63XX BLOCK OF RAINIER AV S,S,S1,11102.5002,-122.275672387,47.545786596,"(47.545786596, -122.275672387)",8,2014
35370,2014301526,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/09/2014 12:06:00 PM,08/25/2014 12:00:00 PM,09/08/2014 03:00:00 PM,63XX BLOCK OF RAINIER AV S,S,S2,11102.2003,-122.275672387,47.545786596,"(47.545786596, -122.275672387)",8,2014
35852,2014299561,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/07/2014 08:05:00 PM,07/02/2014 08:00:00 PM,07/03/2014 10:30:00 PM,20XX BLOCK OF WESTLAKE AV N,D,D2,6700.1001,-122.340519467,47.637272127,"(47.637272127, -122.340519467)",7,2014
1052228,2014295183,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/04/2014 09:25:00 AM,08/30/2014 12:00:00 AM,09/03/2014 11:00:00 AM,16XX BLOCK OF NE 47 ST,U,U3,5301.1003,0,0,"(0.0, 0.0)",8,2014
36179,2014295183,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/04/2014 09:25:00 AM,08/30/2014 12:00:00 AM,09/03/2014 11:00:00 AM,16XX BLOCK OF NE 47 ST,U,U2,5301.1004,-122.310256188,47.66306631,"(47.66306631, -122.310256188)",8,2014
36507,2014294681,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/03/2014 08:23:00 PM,08/20/2014 06:00:00 PM,09/03/2014 05:30:00 PM,47XX BLOCK OF 12 AV NE,U,U2,5301.2004,-122.315250734,47.66401157,"(47.66401157, -122.315250734)",8,2014
1077293,2014294681,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/03/2014 08:23:00 PM,08/20/2014 06:00:00 PM,09/03/2014 05:30:00 PM,47XX BLOCK OF 12 AV NE,U,U3,5301.2003,-122.315250734,47.66401157,"(47.66401157, -122.315250734)",8,2014
1101365,2014294681,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/03/2014 08:23:00 PM,08/20/2014 06:00:00 PM,09/03/2014 05:30:00 PM,47XX BLOCK OF 12 AV NE,U,U3,5301.2003,-122.315250734,47.66401157,"(47.66401157, -122.315250734)",8,2014
51681,2014292843,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,09/02/2014 11:12:00 AM,08/29/2014 12:00:00 PM,09/02/2014 06:00:00 AM,7XX BLOCK OF N 34 ST,B,B2,4900.2022,-122.348583092,47.649414928,"(47.649414928, -122.348583092)",8,2014
1051729,2014292843,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,09/02/2014 11:12:00 AM,08/29/2014 12:00:00 PM,09/02/2014 06:00:00 AM,7XX BLOCK OF N 34 ST,J,J3,4900.2013,0,0,"(0.0, 0.0)",8,2014
36667,2014292606,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/02/2014 07:44:00 AM,08/29/2014 01:50:00 AM,09/02/2014 07:00:00 AM,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.385556758,47.668679183,"(47.668679183, -122.385556758)",8,2014
1050815,2014292606,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/02/2014 07:44:00 AM,08/29/2014 01:50:00 AM,09/02/2014 07:00:00 AM,22XX BLOCK OF NW MARKET ST,J,J2,4700.5009,0,0,"(0.0, 0.0)",8,2014
36769,2014292319,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 09:57:00 PM,08/30/2014 03:00:00 PM,09/01/2014 09:45:00 PM,54XX BLOCK OF 37 AV SW,W,W2,10500.2006,-122.378973446,47.552903466,"(47.552903466, -122.378973446)",8,2014
1056434,2014292319,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 09:57:00 PM,08/30/2014 03:00:00 PM,09/01/2014 09:45:00 PM,54XX BLOCK OF 37 AV SW,W,W2,10500.2007,-122.378973446,47.552903466,"(47.552903466, -122.378973446)",8,2014
1050791,2014291764,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/01/2014 12:50:00 PM,08/30/2014 07:30:00 PM,08/31/2014 06:00:00 AM,17XX BLOCK OF NW 57 ST,B,B2,4700.3008,0,0,"(0.0, 0.0)",8,2014
36779,2014291764,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,09/01/2014 12:50:00 PM,08/30/2014 07:30:00 PM,08/31/2014 06:00:00 AM,17XX BLOCK OF NW 57 ST,B,B1,4700.3011,-122.380549089,47.670176928,"(47.670176928, -122.380549089)",8,2014
36776,2014291710,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:47:00 AM,08/31/2014 05:00:00 PM,09/01/2014 10:30:00 AM,16XX BLOCK OF N 55 ST,J,J3,4600.1016,-122.337187855,47.66868665,"(47.66868665, -122.337187855)",8,2014
1050793,2014291710,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:47:00 AM,08/31/2014 05:00:00 PM,09/01/2014 10:30:00 AM,16XX BLOCK OF N 55 ST,J,J1,4600.1013,0,0,"(0.0, 0.0)",8,2014
36777,2014291690,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:26:00 AM,08/31/2014 10:00:00 PM,09/01/2014 10:00:00 AM,90XX BLOCK OF 18 AV SW,F,F2,11402.2001,-122.357805917,47.521948001,"(47.521948001, -122.357805917)",8,2014
1057562,2014291690,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:26:00 AM,08/31/2014 10:00:00 PM,09/01/2014 10:00:00 AM,90XX BLOCK OF 18 AV SW,F,F2,11400.3020,-122.357805917,47.521948001,"(47.521948001, -122.357805917)",8,2014
1050792,2014291690,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:26:00 AM,08/31/2014 10:00:00 PM,09/01/2014 10:00:00 AM,90XX BLOCK OF 18 AV SW,F,F2,11400.3020,0,0,"(0.0, 0.0)",8,2014
36783,2014291678,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:06:00 AM,08/31/2014 07:00:00 PM,09/01/2014 10:00:00 AM,14 AV E / E VALLEY ST,C,C1,6500.3016,-122.314606585,47.626085123,"(47.626085123, -122.314606585)",8,2014
1075046,2014291678,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 11:06:00 AM,08/31/2014 07:00:00 PM,09/01/2014 10:00:00 AM,14 AV E / E VALLEY ST,C,C1,6500.2010,-122.314606585,47.626085123,"(47.626085123, -122.314606585)",8,2014
36784,2014291547,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 07:42:00 AM,08/31/2014 09:00:00 PM,09/01/2014 07:40:00 AM,120XX BLOCK OF 12 AV NE,L,L1,600.2002,-122.315318076,47.71671374,"(47.71671374, -122.315318076)",8,2014
1051378,2014291547,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/01/2014 07:42:00 AM,08/31/2014 09:00:00 PM,09/01/2014 07:40:00 AM,120XX BLOCK OF 12 AV NE,L,L2,600.2002,0,0,"(0.0, 0.0)",8,2014
36988,2014291120,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 08:09:00 PM,08/29/2014 06:00:00 PM,08/31/2014 07:55:00 PM,25XX BLOCK OF NE 110 ST,L,L3,1000.1007,-122.300386972,47.708420903,"(47.708420903, -122.300386972)",8,2014
1050782,2014291120,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 08:09:00 PM,08/29/2014 06:00:00 PM,08/31/2014 07:55:00 PM,25XX BLOCK OF NE 110 ST,L,L2,1000.1007,0,0,"(0.0, 0.0)",8,2014
1075473,2014291052,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 06:49:00 PM,08/26/2014 09:30:00 AM,08/31/2014 06:30:00 PM,4XX BLOCK OF N 36 ST,J,J2,4900.3012,-122.353942894,47.652125423,"(47.652125423, -122.353942894)",8,2014
36994,2014291052,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 06:49:00 PM,08/26/2014 09:30:00 AM,08/31/2014 06:30:00 PM,4XX BLOCK OF N 36 ST,B,B2,4900.2020,-122.353942894,47.652125423,"(47.652125423, -122.353942894)",8,2014
1049833,2014290979,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/31/2014 05:18:00 PM,08/30/2014 10:00:00 PM,08/31/2014 12:00:00 PM,NE 42 ST / BROOKLYN AV NE,U,U2,5301.4002,-122.314364495,47.658325909,"(47.658325909, -122.314364495)",8,2014
36990,2014290979,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/31/2014 05:18:00 PM,08/30/2014 10:00:00 PM,08/31/2014 12:00:00 PM,NE 42 ST / BROOKLYN AV NE,U,U2,5301.3008,-122.314364495,47.65832591,"(47.65832591, -122.314364495)",8,2014
1049828,2014290908,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 03:38:00 PM,08/31/2014 01:58:00 AM,08/31/2014 03:38:00 PM,84XX BLOCK OF SEAVIEW PL NW,B,B2,3100.6001,0,0,"(0.0, 0.0)",8,2014
36974,2014290908,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 03:38:00 PM,08/31/2014 01:58:00 AM,08/31/2014 03:38:00 PM,84XX BLOCK OF SEAVIEW PL NW,J,J1,3100.5006,-122.40180238,47.689241732,"(47.689241732, -122.40180238)",8,2014
36972,2014290826,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 02:26:00 PM,08/31/2014 04:00:00 AM,08/31/2014 02:26:00 PM,11 AV E / E ALOHA ST,C,C1,6500.3004,-122.31805051,47.626808012,"(47.626808012, -122.31805051)",8,2014
1049827,2014290826,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 02:26:00 PM,08/31/2014 04:00:00 AM,08/31/2014 02:26:00 PM,11 AV E / E ALOHA ST,C,C1,6500.3003,-122.31805051,47.626808012,"(47.626808012, -122.31805051)",8,2014
1056245,2014290759,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/31/2014 01:12:00 PM,08/30/2014 07:30:00 PM,08/31/2014 01:00:00 PM,25XX BLOCK OF 17 AV S,O,O1,10000.5003,-122.310781607,47.580640689,"(47.580640689, -122.310781607)",8,2014
36973,2014290759,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/31/2014 01:12:00 PM,08/30/2014 07:30:00 PM,08/31/2014 01:00:00 PM,25XX BLOCK OF 17 AV S,R,R1,10002.2000,-122.310781607,47.580640689,"(47.580640689, -122.310781607)",8,2014
36895,2014290627,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 10:10:00 AM,08/30/2014 07:30:00 PM,08/31/2014 10:00:00 AM,50XX BLOCK OF 21 AV NE,U,U1,4302.1004,-122.305546816,47.665680801,"(47.665680801, -122.305546816)",8,2014
1050775,2014290627,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 10:10:00 AM,08/30/2014 07:30:00 PM,08/31/2014 10:00:00 AM,50XX BLOCK OF 21 AV NE,U,U2,4300.4003,0,0,"(0.0, 0.0)",8,2014
36894,2014290600,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 09:23:00 AM,08/30/2014 09:00:00 PM,08/31/2014 09:00:00 AM,92XX BLOCK OF WOODLAWN AV N,N,N3,1800.1004,-122.338716598,47.696658552,"(47.696658552, -122.338716598)",8,2014
1054081,2014290600,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 09:23:00 AM,08/30/2014 09:00:00 PM,08/31/2014 09:00:00 AM,92XX BLOCK OF WOODLAWN AV N,N,N3,1800.1003,-122.338716598,47.696658552,"(47.696658552, -122.338716598)",8,2014
36964,2014290520,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 06:37:00 AM,08/30/2014 10:30:00 PM,08/31/2014 06:30:00 AM,104XX BLOCK OF 8 AV NE,L,L2,1200.2001,-122.320475129,47.704484036,"(47.704484036, -122.320475129)",8,2014
1050771,2014290520,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/31/2014 06:37:00 AM,08/30/2014 10:30:00 PM,08/31/2014 06:30:00 AM,104XX BLOCK OF 8 AV NE,N,N3,1200.6001,0,0,"(0.0, 0.0)",8,2014
37049,2014290188,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/30/2014 09:24:00 PM,08/29/2014 04:00:00 PM,08/30/2014 08:30:00 PM,7XX BLOCK OF NE 43 ST,U,U2,5200.1000,-122.320309341,47.659461489,"(47.659461489, -122.320309341)",8,2014
1050778,2014290188,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/30/2014 09:24:00 PM,08/29/2014 04:00:00 PM,08/30/2014 08:30:00 PM,7XX BLOCK OF NE 43 ST,U,U2,5200.1000,0,0,"(0.0, 0.0)",8,2014
1055216,2014290026,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 06:44:00 PM,08/30/2014 06:44:00 PM,,BEACON AV S / S BAYVIEW ST,O,O1,9400.4013,-122.313806516,47.581014354,"(47.581014354, -122.313806516)",8,2014
37104,2014290026,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 06:44:00 PM,08/30/2014 06:44:00 PM,,BEACON AV S / S BAYVIEW ST,R,R1,9400.4013,-122.313806516,47.581014354,"(47.581014354, -122.313806516)",8,2014
1049817,2014289959,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,08/30/2014 05:44:00 PM,08/30/2014 03:00:00 PM,08/30/2014 05:30:00 PM,3XX BLOCK OF N 56 ST,J,J1,3500.3002,0,0,"(0.0, 0.0)",8,2014
1050768,2014289858,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/30/2014 03:57:00 PM,08/30/2014 03:57:00 PM,,101XX BLOCK OF W MARGINAL PL S,99,99,,0,0,"(0.0, 0.0)",8,2014
37059,2014289858,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/30/2014 03:57:00 PM,08/30/2014 03:57:00 PM,,101XX BLOCK OF W MARGINAL PL S,99,99,,-122.304787909,47.511588524,"(47.511588524, -122.304787909)",8,2014
474014,2014289824,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 02:00:00 PM,08/29/2014 01:00:00 PM,08/30/2014 03:09:00 PM,14XX BLOCK OF NW 54 ST,B,B1,4700.2004,-122.374902508,47.667890514,"(47.667890514, -122.374902508)",8,2014
1050767,2014289824,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 02:00:00 PM,08/29/2014 01:00:00 PM,08/30/2014 03:09:00 PM,14XX BLOCK OF NW 54 ST,J,J2,4700.2003,0,0,"(0.0, 0.0)",8,2014
1052690,2014289695,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 12:58:00 PM,08/28/2014 07:30:00 PM,08/30/2014 08:00:00 AM,CORGIAT DR S / 18 AV S,O,O3,11000.3006,-122.309718457,47.546606092,"(47.546606092, -122.309718457)",8,2014
37102,2014289695,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 12:58:00 PM,08/28/2014 07:30:00 PM,08/30/2014 08:00:00 AM,CORGIAT DR S / 18 AV S,O,O3,11002.1003,-122.309718457,47.546606092,"(47.546606092, -122.309718457)",8,2014
1049802,2014289652,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 11:58:00 AM,08/29/2014 06:30:00 PM,08/30/2014 10:00:00 AM,23XX BLOCK OF FRANKLIN AV E,C,C1,6100.4009,0,0,"(0.0, 0.0)",8,2014
37116,2014289652,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 11:58:00 AM,08/29/2014 06:30:00 PM,08/30/2014 10:00:00 AM,23XX BLOCK OF FRANKLIN AV E,D,D3,6100.4013,-122.324675885,47.640878399,"(47.640878399, -122.324675885)",8,2014
37112,2014289595,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:42:00 AM,08/27/2014 06:20:00 PM,08/29/2014 05:08:00 PM,NE 89 ST / ROOSEVELT WY NE,L,L2,1900.2012,-122.317605742,47.693098812,"(47.693098812, -122.317605742)",8,2014
1049806,2014289595,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:42:00 AM,08/27/2014 06:20:00 PM,08/29/2014 05:08:00 PM,NE 89 ST / ROOSEVELT WY NE,U,U1,2000.3010,-122.317605742,47.693098812,"(47.693098812, -122.317605742)",8,2014
75806,2014289575,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:10:00 AM,08/29/2014 08:00:00 PM,08/30/2014 10:00:00 AM,12XX BLOCK OF WESTLAKE AV N,D,D2,6700.1001,-122.34098785,47.629481616,"(47.629481616, -122.34098785)",8,2014
1115741,2014289575,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:10:00 AM,08/29/2014 08:00:00 PM,08/30/2014 10:00:00 AM,12XX BLOCK OF WESTLAKE AV N,D,D1,6700.1000,-122.34098785,47.629481616,"(47.629481616, -122.34098785)",8,2014
1049803,2014289570,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:00:00 AM,08/29/2014 06:00:00 PM,08/30/2014 09:50:00 AM,7XX BLOCK OF GARFIELD ST,D,D1,6700.1006,0,0,"(0.0, 0.0)",8,2014
37115,2014289570,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 10:00:00 AM,08/29/2014 06:00:00 PM,08/30/2014 09:50:00 AM,7XX BLOCK OF GARFIELD ST,D,D2,6700.1017,-122.341690644,47.632999486,"(47.632999486, -122.341690644)",8,2014
1117065,2014289521,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 08:59:00 AM,08/29/2014 05:30:00 PM,08/30/2014 08:00:00 AM,4XX BLOCK OF NE THORNTON PL,N,N3,1900.4000,-122.324629839,47.702310476,"(47.702310476, -122.324629839)",8,2014
41961,2014289521,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 08:59:00 AM,08/29/2014 05:30:00 PM,08/30/2014 08:00:00 AM,4XX BLOCK OF NE THORNTON PL,L,L2,1900.1008,-122.324629839,47.702310476,"(47.702310476, -122.324629839)",8,2014
1104127,2014289503,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 08:25:00 AM,08/29/2014 10:00:00 PM,08/30/2014 07:50:00 AM,73XX BLOCK OF BEACON AV S,O,O3,11000.3010,-122.292141309,47.536087045,"(47.536087045, -122.292141309)",8,2014
37120,2014289503,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 08:25:00 AM,08/29/2014 10:00:00 PM,08/30/2014 07:50:00 AM,73XX BLOCK OF BEACON AV S,S,S1,11002.1022,-122.292141309,47.536087045,"(47.536087045, -122.292141309)",8,2014
37119,2014289485,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 07:48:00 AM,08/30/2014 02:00:00 AM,08/30/2014 07:00:00 AM,9XX BLOCK OF N 103 ST,N,N3,1300.2010,-122.346021635,47.703606754,"(47.703606754, -122.346021635)",8,2014
1049818,2014289376,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/30/2014 03:47:00 AM,08/30/2014 03:47:00 AM,,4XX BLOCK OF NE NORTHGATE WY,N,N3,1200.4005,0,0,"(0.0, 0.0)",8,2014
1115738,2014289266,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/30/2014 01:38:00 AM,08/30/2014 01:38:00 AM,,4XX BLOCK OF NE NORTHGATE WY,N,N3,1200.4005,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",8,2014
37150,2014289266,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/30/2014 01:38:00 AM,08/30/2014 01:38:00 AM,,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",8,2014
1049796,2014289222,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 12:40:00 AM,08/29/2014 05:00:00 PM,08/30/2014 12:30:00 AM,4XX BLOCK OF NE NORTHGATE WY,N,N3,1200.4005,0,0,"(0.0, 0.0)",8,2014
37124,2014289222,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2014 12:40:00 AM,08/29/2014 05:00:00 PM,08/30/2014 12:30:00 AM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",8,2014
1049792,2014289090,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/29/2014 11:33:00 PM,08/29/2014 09:00:00 PM,08/29/2014 10:00:00 PM,56XX BLOCK OF UNIVERSITY WY NE,U,U3,4400.5002,0,0,"(0.0, 0.0)",8,2014
37219,2014289090,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/29/2014 11:33:00 PM,08/29/2014 09:00:00 PM,08/29/2014 10:00:00 PM,56XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.2029,-122.313028645,47.670214312,"(47.670214312, -122.313028645)",8,2014
1050996,2014289119,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/29/2014 11:17:00 PM,08/29/2014 12:00:00 AM,08/29/2014 12:00:00 PM,BOYLSTON AV E / E REPUBLICAN ST,E,E1,7400.2002,-122.323060028,47.623134082,"(47.623134082, -122.323060028)",8,2014
