RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
1041822,2014260589,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,08/07/2014 11:37:00 AM,08/05/2014 08:30:00 PM,08/06/2014 06:00:00 AM,91XX BLOCK OF CALIFORNIA AV SW,W,W3,11600.4001,-122.387469391,47.52181533,"(47.52181533, -122.387469391)",8,2014
42087,2014260589,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,08/07/2014 11:37:00 AM,08/05/2014 08:30:00 PM,08/06/2014 06:00:00 AM,91XX BLOCK OF CALIFORNIA AV SW,W,W3,11600.4005,-122.387469392,47.521815329,"(47.521815329, -122.387469392)",8,2014
42132,2014260529,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 10:46:00 AM,08/05/2014 06:30:00 AM,08/05/2014 05:00:00 PM,21XX BLOCK OF NE 89 ST,U,U1,2100.3007,-122.304825916,47.69301675,"(47.69301675, -122.304825916)",8,2014
1048965,2014260529,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 10:46:00 AM,08/05/2014 06:30:00 AM,08/05/2014 05:00:00 PM,21XX BLOCK OF NE 89 ST,U,U1,2100.3013,0,0,"(0.0, 0.0)",8,2014
1041714,2014260444,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 09:14:00 AM,08/06/2014 11:00:00 PM,08/07/2014 09:00:00 AM,8XX BLOCK OF NE 106 ST,N,N3,1200.6000,-122.319889294,47.70584423,"(47.70584423, -122.319889294)",8,2014
41879,2014260444,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 09:14:00 AM,08/06/2014 11:00:00 PM,08/07/2014 09:00:00 AM,8XX BLOCK OF NE 106 ST,L,L2,1200.2000,-122.319889293,47.705844228,"(47.705844228, -122.319889293)",8,2014
41878,2014260402,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/07/2014 08:40:00 AM,08/07/2014 08:40:00 AM,,N 127 ST / FREMONT AV N,N,N1,402.1013,-122.350337712,47.721404119,"(47.721404119, -122.350337712)",8,2014
1042045,2014260402,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,08/07/2014 08:40:00 AM,08/07/2014 08:40:00 AM,,N 127 ST / FREMONT AV N,B,B1,402.2003,-122.350337712,47.721404119,"(47.721404119, -122.350337712)",8,2014
1041821,2014260340,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 07:37:00 AM,08/06/2014 11:00:00 PM,08/07/2014 06:00:00 AM,8XX BLOCK OF NE 81 ST,U,U1,2700.1010,-122.318914522,47.687483483,"(47.687483483, -122.318914522)",8,2014
41876,2014260340,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 07:37:00 AM,08/06/2014 11:00:00 PM,08/07/2014 06:00:00 AM,8XX BLOCK OF NE 81 ST,L,L2,2700.1008,-122.318914521,47.687483482,"(47.687483482, -122.318914521)",8,2014
41874,2014260165,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 01:24:00 AM,08/06/2014 05:00:00 PM,08/07/2014 01:00:00 AM,16XX BLOCK OF 43 AV E,C,C3,6300.2002,-122.277151219,47.63394952,"(47.63394952, -122.277151219)",8,2014
1043357,2014260165,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/07/2014 01:24:00 AM,08/06/2014 05:00:00 PM,08/07/2014 01:00:00 AM,16XX BLOCK OF 43 AV E,C,C3,6300.2000,0,0,"(0.0, 0.0)",8,2014
1041710,2014259959,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 09:43:00 PM,08/06/2014 09:00:00 PM,08/06/2014 09:43:00 PM,130XX BLOCK OF LAKE CITY WY NE,L,L1,100.3002,-122.292840979,47.723795092,"(47.723795092, -122.292840979)",8,2014
42135,2014259959,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 09:43:00 PM,08/06/2014 09:00:00 PM,08/06/2014 09:43:00 PM,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)",8,2014
42255,2014259878,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 08:11:00 PM,08/06/2014 08:00:00 AM,08/06/2014 07:45:00 PM,45XX BLOCK OF 25 AV NE,U,U3,4301.1014,-122.30090616,47.661888297,"(47.661888297, -122.30090616)",8,2014
1041708,2014259878,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 08:11:00 PM,08/06/2014 08:00:00 AM,08/06/2014 07:45:00 PM,45XX BLOCK OF 25 AV NE,U,U2,4300.2010,-122.300906164,47.6618883,"(47.6618883, -122.300906164)",8,2014
42258,2014259752,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 05:47:00 PM,08/06/2014 01:00:00 PM,08/06/2014 04:00:00 PM,90XX BLOCK OF GREENWOOD AV N,J,J1,1701.2005,-122.355348871,47.69512229,"(47.69512229, -122.355348871)",8,2014
1043612,2014259752,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 05:47:00 PM,08/06/2014 01:00:00 PM,08/06/2014 04:00:00 PM,90XX BLOCK OF GREENWOOD AV N,N,N2,1700.2009,0,0,"(0.0, 0.0)",8,2014
42246,2014259733,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 05:38:00 PM,08/05/2014 09:00:00 PM,08/06/2014 01:00:00 PM,3XX BLOCK OF E REPUBLICAN ST,E,E1,7401.3004,-122.326892698,47.62313336,"(47.62313336, -122.326892698)",8,2014
1041706,2014259733,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 05:38:00 PM,08/05/2014 09:00:00 PM,08/06/2014 01:00:00 PM,3XX BLOCK OF E REPUBLICAN ST,E,E1,7400.7004,-122.326892704,47.623133364,"(47.623133364, -122.326892704)",8,2014
1051659,2014259637,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 04:52:00 PM,08/06/2014 12:01:00 AM,08/06/2014 04:52:00 PM,40 AV S / S HOLLY ST,S,S1,11101.4002,-122.282639006,47.542446836,"(47.542446836, -122.282639006)",8,2014
42395,2014259637,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 04:52:00 PM,08/06/2014 12:01:00 AM,08/06/2014 04:52:00 PM,40 AV S / S HOLLY ST,S,S2,11101.4017,-122.282639007,47.542446837,"(47.542446837, -122.282639007)",8,2014
1044403,2014259065,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 08:20:00 AM,08/05/2014 07:30:00 AM,08/06/2014 08:00:00 AM,9XX BLOCK OF NW 54 ST,B,B3,4700.1016,0,0,"(0.0, 0.0)",8,2014
42267,2014259065,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 08:20:00 AM,08/05/2014 07:30:00 AM,08/06/2014 08:00:00 AM,9XX BLOCK OF NW 54 ST,B,B2,4700.1016,-122.369683352,47.667885404,"(47.667885404, -122.369683352)",8,2014
1065371,2014258972,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 07:06:00 AM,08/05/2014 10:00:00 PM,08/06/2014 06:00:00 AM,50XX BLOCK OF BEACH DR SW,W,W2,10600.5003,-122.400173056,47.556245409,"(47.556245409, -122.400173056)",8,2014
42262,2014258972,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 07:06:00 AM,08/05/2014 10:00:00 PM,08/06/2014 06:00:00 AM,50XX BLOCK OF BEACH DR SW,W,W2,10600.5004,-122.400173056,47.556245409,"(47.556245409, -122.400173056)",8,2014
42261,2014258945,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 06:23:00 AM,08/05/2014 07:30:00 PM,08/06/2014 06:15:00 AM,E HARRISON ST / HARVARD AV E,E,E1,7401.2005,-122.32202965,47.621993181,"(47.621993181, -122.32202965)",8,2014
1042040,2014258945,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/06/2014 06:23:00 AM,08/05/2014 07:30:00 PM,08/06/2014 06:15:00 AM,E HARRISON ST / HARVARD AV E,E,E1,7400.2000,-122.322029649,47.621993181,"(47.621993181, -122.322029649)",8,2014
1041529,2014258678,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 10:29:00 PM,08/05/2014 07:00:00 PM,08/05/2014 10:00:00 PM,112XX BLOCK OF ROOSEVELT WY NE,L,L2,1200.1004,-122.317778263,47.710435567,"(47.710435567, -122.317778263)",8,2014
42626,2014258678,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 10:29:00 PM,08/05/2014 07:00:00 PM,08/05/2014 10:00:00 PM,112XX BLOCK OF ROOSEVELT WY NE,L,L1,1200.1005,-122.317778265,47.710435567,"(47.710435567, -122.317778265)",8,2014
42574,2014258567,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 08:52:00 PM,07/02/2014 01:00:00 PM,08/05/2014 09:00:00 PM,6XX BLOCK OF SW KENYON ST,F,F3,11300.1000,-122.342387251,47.531955217,"(47.531955217, -122.342387251)",7,2014
1122212,2014258567,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 08:52:00 PM,07/02/2014 01:00:00 PM,08/05/2014 09:00:00 PM,6XX BLOCK OF SW KENYON ST,F,F3,11300.1003,-122.342387251,47.531955217,"(47.531955217, -122.342387251)",7,2014
1041479,2014258468,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 07:17:00 PM,08/05/2014 08:10:00 AM,08/05/2014 05:45:00 PM,MARTIN LUTHER KING JR WY S / S DIRECTOR ST,S,S2,11700.1014,-122.27945834,47.521955441,"(47.521955441, -122.27945834)",8,2014
42573,2014258468,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 07:17:00 PM,08/05/2014 08:10:00 AM,08/05/2014 05:45:00 PM,MARTIN LUTHER KING JR WY S / S DIRECTOR ST,S,S3,11700.1015,-122.279458341,47.521955441,"(47.521955441, -122.279458341)",8,2014
74040,2014258419,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 06:44:00 PM,08/05/2014 03:00:00 PM,08/05/2014 06:35:00 PM,5XX BLOCK OF 16 AV,G,G2,8700.1022,-122.31154783,47.607109046,"(47.607109046, -122.31154783)",8,2014
1041477,2014258419,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 06:44:00 PM,08/05/2014 03:00:00 PM,08/05/2014 06:35:00 PM,5XX BLOCK OF 16 AV,G,G1,8700.3010,-122.311547833,47.607109049,"(47.607109049, -122.311547833)",8,2014
42513,2014258364,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 06:19:00 PM,08/04/2014 05:00:00 PM,08/05/2014 06:00:00 AM,NE 127 ST / 15 AV NE,L,L1,200.5004,-122.312672049,47.721221708,"(47.721221708, -122.312672049)",8,2014
1041485,2014258364,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 06:19:00 PM,08/04/2014 05:00:00 PM,08/05/2014 06:00:00 AM,NE 127 ST / 15 AV NE,L,L1,200.7006,-122.31267205,47.721221707,"(47.721221707, -122.31267205)",8,2014
1047758,2014258330,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 05:56:00 PM,08/03/2014 08:45:00 AM,08/05/2014 08:45:00 AM,40XX BLOCK OF WILLIAMS AV W,Q,Q1,5801.3006,0,0,"(0.0, 0.0)",8,2014
42557,2014258330,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 05:56:00 PM,08/03/2014 08:45:00 AM,08/05/2014 08:45:00 AM,40XX BLOCK OF WILLIAMS AV W,Q,Q1,5801.3003,-122.392271995,47.656444341,"(47.656444341, -122.392271995)",8,2014
42425,2014258132,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:47:00 PM,08/04/2014 11:45:00 PM,08/05/2014 02:30:00 PM,47XX BLOCK OF 35 AV S,R,R3,10300.4001,-122.288819727,47.559708252,"(47.559708252, -122.288819727)",8,2014
1041475,2014258132,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:47:00 PM,08/04/2014 11:45:00 PM,08/05/2014 02:30:00 PM,47XX BLOCK OF 35 AV S,R,R2,10300.4001,-122.288819729,47.55970825,"(47.55970825, -122.288819729)",8,2014
1041474,2014258106,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:32:00 PM,08/03/2014 01:00:00 PM,08/05/2014 03:00:00 PM,50XX BLOCK OF MITHUN PL NE,L,L3,4200.2009,-122.282127463,47.666109353,"(47.666109353, -122.282127463)",8,2014
42423,2014258106,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:32:00 PM,08/03/2014 01:00:00 PM,08/05/2014 03:00:00 PM,50XX BLOCK OF MITHUN PL NE,U,U3,4200.2023,-122.282127463,47.666109349,"(47.666109349, -122.282127463)",8,2014
459812,2014258094,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:27:00 PM,08/04/2014 08:30:00 PM,08/05/2014 12:00:00 PM,55XX BLOCK OF LATONA AV NE,B,B3,4500.2011,-122.325560209,47.668987321,"(47.668987321, -122.325560209)",8,2014
1041478,2014258094,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:27:00 PM,08/04/2014 08:30:00 PM,08/05/2014 12:00:00 PM,55XX BLOCK OF LATONA AV NE,J,J1,4500.3008,-122.325560206,47.668987321,"(47.668987321, -122.325560206)",8,2014
1041473,2014258086,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:18:00 PM,08/05/2014 01:30:00 AM,08/05/2014 09:00:00 AM,56XX BLOCK OF UNIVERSITY WY NE,U,U3,4400.5003,-122.313028645,47.670214311,"(47.670214311, -122.313028645)",8,2014
42563,2014258086,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 03:18:00 PM,08/05/2014 01:30:00 AM,08/05/2014 09:00:00 AM,56XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.2020,-122.313028645,47.670214312,"(47.670214312, -122.313028645)",8,2014
253718,2014258032,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,08/05/2014 02:31:00 PM,07/23/2014 12:01:00 AM,07/30/2014 11:59:00 PM,21XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4000,-122.384056259,47.659589421,"(47.659589421, -122.384056259)",7,2014
1041476,2014258032,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,08/05/2014 02:31:00 PM,07/23/2014 12:01:00 AM,07/30/2014 11:59:00 PM,21XX BLOCK OF W COMMODORE WY,Q,Q1,5801.4003,-122.384056261,47.65958942,"(47.65958942, -122.384056261)",7,2014
1041689,2014258018,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,08/05/2014 02:14:00 PM,08/04/2014 07:00:00 PM,08/05/2014 04:30:00 AM,100XX BLOCK OF 49 AV NE,L,L3,900.2006,-122.275245289,47.702032649,"(47.702032649, -122.275245289)",8,2014
42421,2014258018,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,08/05/2014 02:14:00 PM,08/04/2014 07:00:00 PM,08/05/2014 04:30:00 AM,100XX BLOCK OF 49 AV NE,L,L3,900.2015,-122.275245289,47.702032649,"(47.702032649, -122.275245289)",8,2014
42558,2014257921,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,08/05/2014 12:47:00 PM,08/04/2014 10:30:00 PM,08/05/2014 10:00:00 AM,104XX BLOCK OF RAINIER AV S,S,S3,11900.1002,-122.238969938,47.510508331,"(47.510508331, -122.238969938)",8,2014
1041686,2014257921,2404,7,VEH-THEFT-TRAILER,2400,VEHICLE THEFT,08/05/2014 12:47:00 PM,08/04/2014 10:30:00 PM,08/05/2014 10:00:00 AM,104XX BLOCK OF RAINIER AV S,S,S3,11900.1000,-122.238969939,47.510508333,"(47.510508333, -122.238969939)",8,2014
42560,2014257852,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,08/05/2014 11:46:00 AM,08/03/2014 10:00:00 PM,08/04/2014 04:00:00 AM,28XX BLOCK OF W JAMESON ST,Q,Q1,5801.4039,-122.394394466,47.659494812,"(47.659494812, -122.394394466)",8,2014
1048963,2014257852,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,08/05/2014 11:46:00 AM,08/03/2014 10:00:00 PM,08/04/2014 04:00:00 AM,28XX BLOCK OF W JAMESON ST,Q,Q1,5801.4013,0,0,"(0.0, 0.0)",8,2014
1041685,2014257827,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 11:36:00 AM,08/05/2014 10:45:00 AM,08/05/2014 11:30:00 AM,4XX BLOCK OF NE NORTHGATE WY,N,N3,1200.4005,-122.324615156,47.708602801,"(47.708602801, -122.324615156)",8,2014
42411,2014257827,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 11:36:00 AM,08/05/2014 10:45:00 AM,08/05/2014 11:30:00 AM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",8,2014
1041818,2014257768,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 10:30:00 AM,08/04/2014 10:00:00 PM,08/05/2014 09:30:00 AM,56XX BLOCK OF 44 AV SW,W,W2,10600.6001,-122.388545379,47.551226404,"(47.551226404, -122.388545379)",8,2014
42410,2014257768,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/05/2014 10:30:00 AM,08/04/2014 10:00:00 PM,08/05/2014 09:30:00 AM,56XX BLOCK OF 44 AV SW,W,W2,10600.6001,-122.388545379,47.551226403,"(47.551226403, -122.388545379)",8,2014
1042037,2014257712,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/05/2014 09:26:00 AM,08/04/2014 05:30:00 PM,08/05/2014 08:30:00 AM,70XX BLOCK OF MARY AV NW,B,B3,3000.3009,-122.375716929,47.68047949,"(47.68047949, -122.375716929)",8,2014
42742,2014257366,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:50:00 PM,08/04/2014 03:00:00 PM,08/04/2014 11:30:00 PM,7XX BLOCK OF MINOR AV,E,E3,8500.2001,-122.322398653,47.608017977,"(47.608017977, -122.322398653)",8,2014
1042035,2014257366,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:50:00 PM,08/04/2014 03:00:00 PM,08/04/2014 11:30:00 PM,7XX BLOCK OF MINOR AV,E,E2,8500.2001,-122.322398651,47.608017975,"(47.608017975, -122.322398651)",8,2014
1115686,2014257203,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 08:58:00 PM,08/04/2014 05:15:00 PM,08/04/2014 08:00:00 PM,107XX BLOCK OF ROOSEVELT WY NE,N,N3,1200.6000,-122.317819366,47.706285424,"(47.706285424, -122.317819366)",8,2014
42744,2014257203,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 08:58:00 PM,08/04/2014 05:15:00 PM,08/04/2014 08:00:00 PM,107XX BLOCK OF ROOSEVELT WY NE,L,L2,1200.2000,-122.317819366,47.706285424,"(47.706285424, -122.317819366)",8,2014
1042033,2014257115,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/04/2014 07:30:00 PM,08/01/2014 05:00:00 PM,08/03/2014 12:00:00 PM,2XX BLOCK OF 27 AV E,C,C3,7700.5017,-122.297262187,47.620766559,"(47.620766559, -122.297262187)",8,2014
42748,2014257115,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/04/2014 07:30:00 PM,08/01/2014 05:00:00 PM,08/03/2014 12:00:00 PM,2XX BLOCK OF 27 AV E,C,C3,7700.2016,-122.297262188,47.62076656,"(47.62076656, -122.297262188)",8,2014
1042031,2014257088,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/04/2014 06:57:00 PM,08/01/2014 11:00:00 AM,08/03/2014 10:00:00 PM,10XX BLOCK OF E MERCER ST,C,C2,7500.3002,-122.318312273,47.624264782,"(47.624264782, -122.318312273)",8,2014
42751,2014257088,2404,4,VEH-THEFT-MTRCYCLE,2400,VEHICLE THEFT,08/04/2014 06:57:00 PM,08/01/2014 11:00:00 AM,08/03/2014 10:00:00 PM,10XX BLOCK OF E MERCER ST,E,E1,7500.3002,-122.318312273,47.624264784,"(47.624264784, -122.318312273)",8,2014
1042032,2014257040,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 06:14:00 PM,08/03/2014 07:30:00 PM,08/04/2014 06:00:00 PM,40XX BLOCK OF 24 AV W,Q,Q1,5801.3002,-122.387459514,47.656253664,"(47.656253664, -122.387459514)",8,2014
42763,2014257040,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 06:14:00 PM,08/03/2014 07:30:00 PM,08/04/2014 06:00:00 PM,40XX BLOCK OF 24 AV W,Q,Q1,5801.3015,-122.387459516,47.656253666,"(47.656253666, -122.387459516)",8,2014
425278,2014256904,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,08/04/2014 05:48:00 PM,08/03/2014 07:00:00 AM,,9XX BLOCK OF N NORTHLAKE WY,B,B3,5400.2038,-122.345977597,47.648642857,"(47.648642857, -122.345977597)",8,2014
1030956,2014256904,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,08/04/2014 05:48:00 PM,08/03/2014 07:00:00 AM,,9XX BLOCK OF N NORTHLAKE WY,J,J3,5400.2005,-122.345977597,47.648642856,"(47.648642856, -122.345977597)",8,2014
1121647,2014256904,2399,2,THEFT-BOAT,2300,VEHICLE THEFT,08/04/2014 05:48:00 PM,08/03/2014 07:00:00 AM,,9XX BLOCK OF N NORTHLAKE WY,J,J3,5400.2005,-122.345977597,47.648642857,"(47.648642857, -122.345977597)",8,2014
1051525,2014256807,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 03:16:00 PM,07/30/2014 10:00:00 PM,08/04/2014 09:39:00 AM,107XX BLOCK OF LAKE CITY WY NE,L,L2,1000.1008,0,0,"(0.0, 0.0)",7,2014
1035755,2014256762,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 02:22:00 PM,08/03/2014 08:30:00 PM,08/04/2014 02:22:00 PM,N 143 ST / LINDEN AV N,N,N1,401.1000,-122.347782989,47.73231288,"(47.73231288, -122.347782989)",8,2014
42757,2014256762,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 02:22:00 PM,08/03/2014 08:30:00 PM,08/04/2014 02:22:00 PM,N 143 ST / LINDEN AV N,N,N2,401.1006,-122.347782989,47.732312881,"(47.732312881, -122.347782989)",8,2014
1040894,2014256610,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 12:31:00 PM,07/31/2014 12:00:00 PM,08/04/2014 12:15:00 PM,25XX BLOCK OF NE 91 ST,U,U1,2100.4012,-122.300131681,47.694802308,"(47.694802308, -122.300131681)",7,2014
42761,2014256610,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 12:31:00 PM,07/31/2014 12:00:00 PM,08/04/2014 12:15:00 PM,25XX BLOCK OF NE 91 ST,U,U3,2100.2012,-122.300131677,47.694802308,"(47.694802308, -122.300131677)",7,2014
1030748,2014256570,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:59:00 AM,07/29/2014 12:00:00 PM,08/04/2014 10:30:00 AM,9XX BLOCK OF LENORA ST,D,D2,7300.3020,-122.336606613,47.617486167,"(47.617486167, -122.336606613)",7,2014
1041470,2014256538,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:42:00 AM,08/03/2014 09:00:00 PM,08/04/2014 07:30:00 AM,59XX BLOCK OF 41 AV SW,W,W2,10600.7005,-122.384356339,47.549360137,"(47.549360137, -122.384356339)",8,2014
42760,2014256538,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:42:00 AM,08/03/2014 09:00:00 PM,08/04/2014 07:30:00 AM,59XX BLOCK OF 41 AV SW,W,W2,10600.2005,-122.38435634,47.549360134,"(47.549360134, -122.38435634)",8,2014
1041817,2014256518,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:23:00 AM,08/03/2014 10:00:00 PM,08/04/2014 10:00:00 AM,31XX BLOCK OF SW KENYON ST,F,F2,11500.1010,-122.373250047,47.531905498,"(47.531905498, -122.373250047)",8,2014
42759,2014256518,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 11:23:00 AM,08/03/2014 10:00:00 PM,08/04/2014 10:00:00 AM,31XX BLOCK OF SW KENYON ST,F,F2,11500.1010,-122.373250047,47.531905496,"(47.531905496, -122.373250047)",8,2014
1041469,2014256384,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 08:44:00 AM,08/03/2014 08:00:00 PM,08/04/2014 08:00:00 AM,16XX BLOCK OF 8 AV,D,D3,8200.1000,-122.333606742,47.613560242,"(47.613560242, -122.333606742)",8,2014
1041468,2014256334,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 08:17:00 AM,08/03/2014 10:00:00 PM,08/04/2014 08:00:00 AM,37XX BLOCK OF 27 PL W,Q,Q1,5801.3006,-122.391404723,47.653437053,"(47.653437053, -122.391404723)",8,2014
42824,2014256334,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 08:17:00 AM,08/03/2014 10:00:00 PM,08/04/2014 08:00:00 AM,37XX BLOCK OF 27 PL W,Q,Q1,5801.3009,-122.391404725,47.65343705,"(47.65343705, -122.391404725)",8,2014
42826,2014256259,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 06:38:00 AM,08/04/2014 01:30:00 AM,08/04/2014 06:30:00 AM,52XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.2012,-122.386961032,47.554796352,"(47.554796352, -122.386961032)",8,2014
1041466,2014256259,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 06:38:00 AM,08/04/2014 01:30:00 AM,08/04/2014 06:30:00 AM,52XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.3001,-122.386961033,47.554796353,"(47.554796353, -122.386961033)",8,2014
1041467,2014256257,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2014 06:32:00 AM,08/03/2014 10:00:00 PM,08/04/2014 06:15:00 AM,9XX BLOCK OF N 95 ST,N,N2,1300.3014,-122.345955503,47.697812541,"(47.697812541, -122.345955503)",8,2014
